timestamp,frame_id,image_path,npz_path,result_image_path,threshold,valid_patch_count,abnormal_patch_count,avg_pred_prob,mean_phys_weight,mean_geom_weight,mean_tex_weight
2026-03-27T15:59:27+08:00,20230317074850.000,C:\Users\31078\Desktop\road_mome_demo_v1\demo_data\jpg\20230317074850.000.jpg,C:\Users\31078\Desktop\road_mome_demo_v1\demo_data\npz\pkg_20230317074850.000.npz,C:\Users\31078\Desktop\road_mome_demo_v1\outputs\visualizations\vis_20230317074850.000.jpg,0.8,61,12,0.2401036024093628,0.5722424387931824,0.2503959536552429,0.17736168205738068
2026-03-28T00:06:04+08:00,20230317074850.400,C:\Users\31078\Desktop\road_mome_demo_v1\demo_data\jpg\20230317074850.400.jpg,C:\Users\31078\Desktop\road_mome_demo_v1\demo_data\npz\pkg_20230317074850.400.npz,C:\Users\31078\Desktop\road_mome_demo_v1\outputs\visualizations\vis_20230317074850.400.jpg,0.5,61,14,0.2632237374782562,0.5793411731719971,0.24048669636249542,0.18017205595970154
